0.003922,0.003922,0.003922
0.021400,0.018903,0.026394
0.033686,0.027451,0.043842
0.037102,0.029259,0.052482
0.042218,0.034375,0.064828
0.049387,0.040380,0.079167
0.056036,0.043704,0.093597
0.062745,0.047059,0.114063
0.062745,0.047059,0.120619
0.068658,0.050015,0.142264
0.070588,0.050980,0.151501
0.071461,0.050980,0.156434
0.074816,0.050980,0.170159
0.077926,0.050980,0.185708
0.081219,0.053768,0.204963
0.084283,0.054902,0.221415
0.086275,0.054902,0.233793
0.086887,0.055208,0.241973
0.093168,0.058349,0.270236
0.094118,0.058824,0.279534
0.095818,0.058824,0.294256
0.097932,0.058824,0.309053
0.098039,0.058824,0.321630
0.098039,0.058824,0.336795
0.099035,0.058824,0.353998
0.101792,0.058824,0.367785
0.101961,0.058824,0.382797
0.101961,0.058824,0.404473
0.101961,0.058824,0.428830
0.101961,0.058824,0.437515
0.099862,0.058824,0.460202
0.098346,0.058824,0.479351
0.100996,0.058824,0.487301
0.103615,0.058824,0.506740
0.105346,0.058824,0.532093
0.102742,0.058824,0.545113
0.100031,0.058824,0.558670
0.098560,0.058303,0.572794
0.101118,0.055744,0.593260
0.101961,0.054902,0.609115
0.101961,0.054902,0.618076
0.097549,0.054902,0.643873
0.094118,0.054902,0.666238
0.094118,0.054902,0.675980
0.095925,0.053094,0.701930
0.097748,0.050980,0.730867
0.095221,0.050980,0.743505
0.090441,0.049755,0.758824
0.083318,0.047381,0.777819
0.082353,0.045542,0.791008
0.082353,0.043199,0.807414
0.082353,0.043137,0.821170
0.080025,0.042555,0.837776
0.070466,0.040165,0.864063
0.065365,0.037914,0.881020
0.063113,0.035662,0.892279
0.050092,0.028064,0.914001
0.038618,0.021507,0.932031
0.031556,0.017739,0.946599
0.026700,0.015257,0.958042
0.011688,0.006679,0.981633
0.003539,0.004550,1.000000
0.018444,0.023713,1.000000
0.034069,0.043566,1.000000
0.050613,0.064246,1.000000
0.064093,0.081756,1.000000
0.080760,0.104672,1.000000
0.094562,0.122886,1.000000
0.104902,0.135294,1.000000
